,close,predictionPrice
2017-07-13,206.23367309570312,
2017-07-14,206.31170654296875,
2017-07-15,206.6358642578125,
2017-07-16,206.66433715820312,
2017-07-17,206.50070190429688,
2017-07-18,206.31686401367188,
2017-07-19,206.1323699951172,
2017-07-20,205.8286590576172,
2017-07-21,205.54957580566406,
2017-07-22,204.43016052246094,
2017-07-23,202.51129150390625,
2017-07-24,199.5247802734375,
2017-07-25,197.4345245361328,
2017-07-26,197.0991973876953,
2017-07-27,197.806396484375,
2017-07-28,199.64266967773438,
2017-07-29,201.59634399414062,
2017-07-30,204.72256469726562,
2017-07-31,205.77806091308594,
2017-08-01,201.84080505371094,
2017-08-02,200.75559997558594,
2017-08-03,198.43487548828125,
2017-08-04,187.31521606445312,
2017-08-05,149.7028350830078,
2017-08-06,71.11969757080078,
2017-08-07,24.050195693969727,
2017-08-08,,265.478759765625
