,close,predictionPrice
2017-07-13,35.649330139160156,
2017-07-14,35.64971923828125,
2017-07-15,35.64853286743164,
2017-07-16,35.64651107788086,
2017-07-17,35.644554138183594,
2017-07-18,35.642574310302734,
2017-07-19,35.641963958740234,
2017-07-20,35.64105224609375,
2017-07-21,35.639381408691406,
2017-07-22,35.63859939575195,
2017-07-23,35.63822937011719,
2017-07-24,35.6383171081543,
2017-07-25,35.63862228393555,
2017-07-26,35.639652252197266,
2017-07-27,35.64065933227539,
2017-07-28,35.641510009765625,
2017-07-29,35.64255905151367,
2017-07-30,35.64329528808594,
2017-07-31,35.644344329833984,
2017-08-01,35.64500427246094,
2017-08-02,35.64484405517578,
2017-08-03,35.644500732421875,
2017-08-04,35.64406967163086,
2017-08-05,35.643310546875,
2017-08-06,35.64234924316406,
2017-08-07,35.641319274902344,
2017-08-08,,20.588634490966797
