,close,predictionPrice
2017-07-12,2594.3173828125,
2017-07-13,2573.0595703125,
2017-07-14,2560.5712890625,
2017-07-15,2543.22314453125,
2017-07-16,2477.715087890625,
2017-07-17,2465.907470703125,
2017-07-18,2517.411865234375,
2017-07-19,2502.64599609375,
2017-07-20,2488.78662109375,
2017-07-21,2662.554443359375,
2017-07-22,2573.926513671875,
2017-07-23,2742.203857421875,
2017-07-24,2701.048828125,
2017-07-25,2851.105712890625,
2017-07-26,2751.8173828125,
2017-07-27,2872.46142578125,
2017-07-28,2840.489501953125,
2017-07-29,2880.26318359375,
2017-07-30,2857.315185546875,
2017-07-31,2869.5986328125,
2017-08-01,2870.645751953125,
2017-08-02,2801.650146484375,
2017-08-03,2836.507080078125,
2017-08-04,2843.637939453125,
2017-08-05,2847.209228515625,
2017-08-06,2925.8447265625,
2017-08-07,,2826.430419921875
