,close,predictionPrice
2017-07-12,766.3903198242188,
2017-07-13,681.563720703125,
2017-07-14,674.8187866210938,
2017-07-15,664.1386108398438,
2017-07-16,669.8875732421875,
2017-07-17,670.8779907226562,
2017-07-18,673.6168823242188,
2017-07-19,653.3790893554688,
2017-07-20,632.0578002929688,
2017-07-21,633.0071411132812,
2017-07-22,635.6983642578125,
2017-07-23,631.955322265625,
2017-07-24,593.6221313476562,
2017-07-25,572.0747680664062,
2017-07-26,553.2220458984375,
2017-07-27,539.60498046875,
2017-07-28,549.2021484375,
2017-07-29,543.8523559570312,
2017-07-30,483.1877746582031,
2017-07-31,499.0372619628906,
2017-08-01,573.6581420898438,
2017-08-02,483.7095642089844,
2017-08-03,414.5053405761719,
2017-08-04,398.3690490722656,
2017-08-05,399.8841247558594,
2017-08-06,404.3902282714844,
2017-08-07,,984.6397094726562
