,close,predictionPrice
2017-07-13,233.9644012451172,
2017-07-14,213.9753875732422,
2017-07-15,-11.624739646911621,
2017-07-16,-30.70673370361328,
2017-07-17,-30.27568244934082,
2017-07-18,-28.147823333740234,
2017-07-19,-26.677446365356445,
2017-07-20,-22.166709899902344,
2017-07-21,-16.233476638793945,
2017-07-22,-11.119491577148438,
2017-07-23,-6.290095329284668,
2017-07-24,-1.896590232849121,
2017-07-25,2.823512077331543,
2017-07-26,4.129865646362305,
2017-07-27,4.087915420532227,
2017-07-28,4.640702724456787,
2017-07-29,5.123175144195557,
2017-07-30,5.636606693267822,
2017-07-31,6.102545261383057,
2017-08-01,6.574049472808838,
2017-08-02,7.108396053314209,
2017-08-03,7.715789794921875,
2017-08-04,8.329465866088867,
2017-08-05,34.64942169189453,
2017-08-06,80.03193664550781,
2017-08-07,121.89346313476562,
2017-08-08,,415.4649353027344
