,close,predictionPrice
2017-07-13,215.47315979003906,
2017-07-14,211.22792053222656,
2017-07-15,84.0854721069336,
2017-07-16,48.648773193359375,
2017-07-17,46.841270446777344,
2017-07-18,46.10051345825195,
2017-07-19,45.29743194580078,
2017-07-20,44.45759582519531,
2017-07-21,43.717063903808594,
2017-07-22,43.3568000793457,
2017-07-23,43.043331146240234,
2017-07-24,42.62507247924805,
2017-07-25,41.938480377197266,
2017-07-26,41.239105224609375,
2017-07-27,40.689483642578125,
2017-07-28,40.3143310546875,
2017-07-29,39.895015716552734,
2017-07-30,39.338863372802734,
2017-07-31,38.8436164855957,
2017-08-01,40.34052276611328,
2017-08-02,44.97208786010742,
2017-08-03,48.77099609375,
2017-08-04,50.08107376098633,
2017-08-05,62.10125732421875,
2017-08-06,86.80363464355469,
2017-08-07,103.43923950195312,
2017-08-08,,346.8957824707031
