,close,predictionPrice
2017-07-13,204.3280792236328,
2017-07-14,200.47113037109375,
2017-07-15,200.90170288085938,
2017-07-16,198.5197296142578,
2017-07-17,198.44427490234375,
2017-07-18,198.9227294921875,
2017-07-19,202.77108764648438,
2017-07-20,204.54502868652344,
2017-07-21,209.1147003173828,
2017-07-22,208.37745666503906,
2017-07-23,207.36984252929688,
2017-07-24,207.15972900390625,
2017-07-25,205.86741638183594,
2017-07-26,205.36508178710938,
2017-07-27,204.99171447753906,
2017-07-28,206.47418212890625,
2017-07-29,204.13504028320312,
2017-07-30,208.0627899169922,
2017-07-31,209.5221710205078,
2017-08-01,210.78575134277344,
2017-08-02,208.31202697753906,
2017-08-03,208.55735778808594,
2017-08-04,209.01284790039062,
2017-08-05,211.5054168701172,
2017-08-06,218.52635192871094,
2017-08-07,217.5856475830078,
2017-08-08,,394.162353515625
