,close,predictionPrice
2017-07-20,2245.41650390625,
2017-07-21,2482.376708984375,
2017-07-22,2320.887939453125,
2017-07-23,2429.271728515625,
2017-07-24,2379.0712890625,
2017-07-25,2462.80419921875,
2017-07-26,2350.744140625,
2017-07-27,2401.888916015625,
2017-07-28,2432.28271484375,
2017-07-29,2424.803955078125,
2017-07-30,2422.0859375,
2017-07-31,2505.431884765625,
2017-08-01,2580.330078125,
2017-08-02,2555.407958984375,
2017-08-03,2648.750244140625,
2017-08-04,2683.2783203125,
2017-08-05,2644.779052734375,
2017-08-06,2724.13525390625,
2017-08-07,2478.61669921875,
2017-08-08,2665.416748046875,
2017-08-09,2518.491943359375,
2017-08-10,2421.263916015625,
2017-08-11,2579.801513671875,
2017-08-12,2473.400390625,
2017-08-13,2565.64404296875,
2017-08-14,2473.024658203125,
2017-08-15,,1970.9029541015625
