,close,predictionPrice
2017-07-11,2619.544189453125,
2017-07-12,2608.19970703125,
2017-07-13,2606.966796875,
2017-07-14,2596.72998046875,
2017-07-15,2589.427001953125,
2017-07-16,2554.26708984375,
2017-07-17,2541.164306640625,
2017-07-18,2533.663818359375,
2017-07-19,2470.673095703125,
2017-07-20,2359.217529296875,
2017-07-21,2221.805908203125,
2017-07-22,1959.097900390625,
2017-07-23,1812.949462890625,
2017-07-24,1826.4261474609375,
2017-07-25,2015.0308837890625,
2017-07-26,2249.630859375,
2017-07-27,2510.34912109375,
2017-07-28,2699.45263671875,
2017-07-29,2785.82275390625,
2017-07-30,2852.86376953125,
2017-07-31,2896.7373046875,
2017-08-01,2938.171875,
2017-08-02,2954.052978515625,
2017-08-03,2946.202880859375,
2017-08-04,2945.049072265625,
2017-08-05,2950.0576171875,
2017-08-06,,3120.5751953125
