exchange,pair,model,prediction_close,prediction_trend,prediction_percentage_trend,date,real_close,real_trend,real_percentage_trend,close_diff,trend_diff,trend_percentage_diff,percentage_diff,prediction_close_on_precentage
poloniex,USDT_BTC,LSTMCloseFeature,2947.354736328125,108.056396484375,3.8057429530396396,2017-08-07,,,,,,,,3351.8874398809858
poloniex,USDT_BTC,LSTM5Features,2813.034912109375,100.77099609375,3.715383134314776,2017-08-07,,,,,,,,3348.969721334423
poloniex,USDT_BTC,LSTMHighLow,2825.179443359375,76.048583984375,2.766277339073784,2017-08-07,,,,,,,,3318.323095206756
poloniex,USDT_BTC,LSTMHighLowRaw,2995.21484375,246.083984375,8.951337603148723,2017-08-07,,,,,,,,3518.0386911294063
poloniex,USDT_BTC,LSTMRSIVariability,3047.162353515625,572.87744140625,23.15325282882888,2017-08-07,,,,,,,,3976.618533756677
poloniex,USDT_LTC,LSTMCloseFeature,43.17604064941406,-0.18312454223632812,-0.42234333024380305,2017-08-07,,,,,,,,45.2481484210383
poloniex,USDT_LTC,LSTM5Features,48.66808319091797,-0.12341690063476562,-0.25294754291871585,2017-08-07,,,,,,,,45.32512197096029
poloniex,USDT_LTC,LSTMHighLow,46.04310607910156,0.23126602172851562,0.5048171421162884,2017-08-07,,,,,,,,45.6694507097897
poloniex,USDT_LTC,LSTMHighLowRaw,47.79319763183594,1.9813575744628906,4.324990159708739,2017-08-07,,,,,,,,47.4053396780081
poloniex,USDT_LTC,LSTMRSIVariability,46.84980010986328,-4.792911529541016,-9.280906012464186,2017-08-07,,,,,,,,41.222812091107166
poloniex,USDT_ETH,LSTMCloseFeature,275.98724365234375,5.30401611328125,1.959491972037988,2017-08-07,,,,,,,,269.6930522152377
poloniex,USDT_ETH,LSTM5Features,316.5438232421875,19.0086669921875,6.388712927831533,2017-08-07,,,,,,,,281.4087845654072
poloniex,USDT_ETH,LSTMHighLow,228.12416076660156,2.2119140625,0.9791032114328672,2017-08-07,,,,,,,,267.09982590456104
poloniex,USDT_ETH,LSTMHighLowRaw,248.0367431640625,22.124496459960938,9.793402873346421,2017-08-07,,,,,,,,290.4145299402886
poloniex,USDT_ETH,LSTMRSIVariability,280.087646484375,4.946533203125,1.7978168162998747,2017-08-07,,,,,,,,269.2654052607948
poloniex,USDT_ETC,LSTMCloseFeature,16.179229736328125,-0.009424209594726562,-0.058214905490027294,2017-08-07,,,,,,,,15.423398553112765
poloniex,USDT_ETC,LSTM5Features,17.174367904663086,-0.08439826965332031,-0.48901682079056963,2017-08-07,,,,,,,,15.356915553726258
poloniex,USDT_ETC,LSTMHighLow,15.957952499389648,-0.11366462707519531,-0.7072382709268615,2017-08-07,,,,,,,,15.323238784844179
poloniex,USDT_ETC,LSTMHighLowRaw,18.01543426513672,1.943817138671875,12.09472029713193,2017-08-07,,,,,,,,17.298885998558536
poloniex,USDT_ETC,LSTMRSIVariability,14.867232322692871,-2.0693140029907227,-12.218039989963543,2017-08-07,,,,,,,,13.546847834745863
poloniex,USDT_XRP,LSTMCloseFeature,0.2706185281276703,0.0012126564979553223,0.4501225198321062,2017-08-07,,,,,,,,0.18111162112831855
poloniex,USDT_BTC,LSTMCloseFeature,2839.29833984375,232.303466796875,8.910775744080187,2017-08-06,3228.99999993,-27.53665602000001,-0.8455810245429893,-389.70166008624983,259.840122816875,9.756356768623176,8.285825621618724,3546.7193343854724
poloniex,USDT_BTC,LSTM5Features,2712.263916015625,105.26904296875,4.037945914550988,2017-08-06,3228.99999993,-27.53665602000001,-0.8455810245429893,-516.7360839143748,132.80569898875,4.8835269390939775,6.2488378505903945,3388.0338448047883
poloniex,USDT_BTC,LSTMHighLow,2749.130859375,21.0419921875,0.7713088983495271,2017-08-06,3228.99999993,-27.53665602000001,-0.8455810245429893,-479.86914055499983,48.57864820750001,1.6168899228925164,6.728917796621495,3281.6546129553562
poloniex,USDT_BTC,LSTMHighLowRaw,2749.130859375,21.0419921875,0.7713088983495271,2017-08-06,3228.99999993,-27.53665602000001,-0.8455810245429893,-479.86914055499983,48.57864820750001,1.6168899228925164,6.728917796621495,3281.6546129553562
poloniex,USDT_BTC,LSTMRSIVariability,2474.284912109375,67.384765625,2.799649404792516,2017-08-06,3228.99999993,-27.53665602000001,-0.8455810245429893,-754.7150878206248,94.92142164500001,3.6452304293355056,4.278435732952307,3347.7082650551542
poloniex,USDT_BTC,Atr14Moment20,3120.5751953125,170.517578125,5.780143992155874,2017-08-06,3228.99999993,-27.53665602000001,-0.8455810245429893,-108.42480461749983,198.054234145,6.625725016698863,29.781008241806298,3444.7691638212477
poloniex,USDT_BTC,Atr14Moment20LowHigh,2875.94580078125,6.570556640625,0.22898910325661764,2017-08-06,3228.99999993,-27.53665602000001,-0.8455810245429893,-353.05419914874983,34.10721266062501,1.074570127799607,9.145904531699248,3263.9937700356827
poloniex,USDT_BTC,Macd_12_26_9stoch_d_14_3roc_14,2576.226806640625,-245.847412109375,-8.711585630028889,2017-08-06,3228.99999993,-27.53665602000001,-0.8455810245429893,-652.7731932893748,-218.310756089375,-7.8660046054859,4.946587931497031,2972.840676593636
poloniex,USDT_BTC,Moment_20ema_rel_diff_10ma_rel_diff_50,2803.06591796875,1427.4013671875,103.76085989690351,2017-08-06,3228.99999993,-27.53665602000001,-0.8455810245429893,-425.93408196124983,1454.9380232075,104.6064409214465,7.5809852666914885,6635.547093021585
poloniex,USDT_BTC,Roc_14moment_20ema_rel_diff_10,2555.515380859375,1020.176513671875,66.44634194278416,2017-08-06,3228.99999993,-27.53665602000001,-0.8455810245429893,-673.4846190706248,1047.713169691875,67.29192296732715,4.794467324860156,5420.386137854645
poloniex,USDT_LTC,LSTMCloseFeature,43.35916519165039,-5.211174011230469,-10.729128304958136,2017-08-06,45.44006149,-0.7255385099999998,-1.571599870899544,-2.0808962983496073,-4.485635501230469,-9.157528434058593,21.83677366625105,41.21243354324625
poloniex,USDT_LTC,LSTM5Features,48.791500091552734,0.221160888671875,0.45534145386153135,2017-08-06,45.44006149,-0.7255385099999998,-1.571599870899544,3.3514386015527364,0.9466993986718748,2.0269413247610752,-13.558375041973742,46.3758111142239
poloniex,USDT_LTC,LSTMHighLow,45.81184005737305,0.9647293090820312,2.151151530132393,2017-08-06,45.44006149,-0.7255385099999998,-1.571599870899544,0.37177856737304893,1.690267819082031,3.722751401031937,-122.22345631991386,47.158692010794795
poloniex,USDT_LTC,LSTMHighLowRaw,45.81184005737305,0.9647293090820312,2.151151530132393,2017-08-06,45.44006149,-0.7255385099999998,-1.571599870899544,0.37177856737304893,1.690267819082031,3.722751401031937,-122.22345631991386,47.158692010794795
poloniex,USDT_LTC,LSTMRSIVariability,51.6427116394043,1.6043968200683594,3.20633663595798,2017-08-06,45.44006149,-0.7255385099999998,-1.571599870899544,6.202650149404299,2.329935330068359,4.7779365068575235,-7.325910763218533,47.64582454600981
poloniex,USDT_ETH,LSTMCloseFeature,270.6832275390625,-11.275390625,-3.998952292509541,2017-08-06,264.51,10.419999999999987,4.100909126687389,6.173227539062509,-21.695390624999987,-8.09986141919693,-42.84792652243133,243.9290621199625
poloniex,USDT_ETH,LSTM5Features,297.53515625,15.5765380859375,5.524405739878475,2017-08-06,264.51,10.419999999999987,4.100909126687389,33.02515625000001,5.1565380859375125,1.4234966131910856,-8.009348933814655,268.12696254445723
poloniex,USDT_ETH,LSTMHighLow,225.91224670410156,-2.1990509033203125,-0.9640254237231447,2017-08-06,264.51,10.419999999999987,4.100909126687389,-38.59775329589843,-12.6190509033203,-5.064934550410534,6.8529895502520874,251.64050780086185
poloniex,USDT_ETH,LSTMHighLowRaw,225.91224670410156,-2.1990509033203125,-0.9640254237231447,2017-08-06,264.51,10.419999999999987,4.100909126687389,-38.59775329589843,-12.6190509033203,-5.064934550410534,6.8529895502520874,251.64050780086185
