exchange,pair,model,prediction_close,prediction_trend,prediction_percentage_trend,date,real_close,real_trend,real_percentage_trend,close_diff,trend_diff,trend_percentage_diff,percentage_diff,prediction_close_on_precentage
poloniex,USDT_BTC,LSTM5Features,2813.034912109375,100.77099609375,3.715383134314776,2017-08-07,,,,,,,,3348.969721334423
poloniex,USDT_BTC,LSTM5Features,2712.263916015625,105.26904296875,4.037945914550988,2017-08-06,3228.99999993,-27.53665602000001,-0.8455810245429893,-516.7360839143748,132.80569898875,4.8835269390939775,6.2488378505903945,3388.0338448047883
poloniex,USDT_BTC,LSTM5Features,2606.994873046875,-14.516357421875,-0.5537400432680711,2017-08-05,3256.53665595,393.5266574499997,13.745207234909335,-649.5417829031248,-408.0430148718747,-14.298947278177407,5.01359072143892,2847.1563656955373
poloniex,USDT_BTC,LSTM5Features,2621.51123046875,-13.585693359375,-0.5155671215174297,2017-08-04,2863.0099985,68.11999855000022,2.4373051730557864,-241.49876803125017,-81.70569190937522,-2.952872294573216,11.855174342460927,2780.480466027679
poloniex,USDT_BTC,LSTM5Features,2635.096923828125,-16.734130859375,-0.6310406098380578,2017-08-03,2794.88999995,95.88999994999995,3.552797330492773,-159.79307612187495,-112.62413080937495,-4.183837940330831,17.490682749096862,2681.968213940471
poloniex,USDT_BTC,LSTM5Features,2651.8310546875,-13.1015625,-0.49162828416378673,2017-08-02,2699,-37.48268486999996,-1.369739522827663,-47.1689453125,24.381122369999957,0.8781112386638763,57.21985052069315,2723.0293619999343
poloniex,USDT_BTC,LSTM5Features,2664.9326171875,8.25927734375,0.3108879522326129,2017-08-01,2736.48268487,-118.51731513000004,-4.151219444133101,-71.55006768249996,126.77659247375004,4.462107396365714,38.24570365206379,2863.875851036241
poloniex,USDT_BTC,LSTM5Features,2656.67333984375,19.948974609375,0.7565817220944807,2017-07-31,2855,102,3.70504903741373,-198.32666015625,-82.051025390625,-2.9484673153192493,14.395442336147406,2773.828694809261
poloniex,USDT_BTC,LSTM5Features,2636.724365234375,26.781494140625,1.0261333471027918,2017-07-30,2753,33.99999996999986,1.2504597267239692,-116.275634765625,-7.2185058293748625,-0.2243263796211774,23.676499427839545,2746.900565738033
poloniex,USDT_BTC,LSTM5Features,2609.94287109375,10.716064453125,0.41227892947807027,2017-07-29,2719.00000003,-70.98119998999982,-2.544146175231969,-109.05712893625014,81.69726444312482,2.956425104710039,24.931886861054306,2801.4837046440816
poloniex,USDT_BTC,LSTM5Features,2599.226806640625,21.1962890625,0.8221892222754754,2017-07-28,2789.98120002,119.98120202000018,4.493677981643212,-190.75439337937496,-98.78491295750018,-3.6714887593677368,14.626039015894365,2691.9524502183112
poloniex,USDT_BTC,LSTM5Features,2578.030517578125,12.92724609375,0.5039659119170378,2017-07-27,2669.999998,143.6493512699999,5.686041700344862,-91.96948042187478,-130.7221051762499,-5.182075788427824,29.03136981694794,2539.082592805015
poloniex,USDT_BTC,LSTM5Features,2565.103271484375,-1.108642578125,-0.04320152096753141,2017-07-26,2526.35064673,-39.64935275000016,-1.5451813233840648,38.75262475437512,38.54071017187516,1.5019798024165334,-65.19172992133335,2564.891448452198
