,close,predictionPrice
2017-07-09,2540.221923828125,
2017-07-10,2542.74169921875,
2017-07-11,2513.926513671875,
2017-07-12,2484.088134765625,
2017-07-13,2468.151123046875,
2017-07-14,2469.705810546875,
2017-07-15,2449.237060546875,
2017-07-16,2410.877685546875,
2017-07-17,2363.171630859375,
2017-07-18,2354.511962890625,
2017-07-19,2379.1728515625,
2017-07-20,2403.0908203125,
2017-07-21,2442.920654296875,
2017-07-22,2496.957763671875,
2017-07-23,2532.351318359375,
2017-07-24,2553.996826171875,
2017-07-25,2575.807861328125,
2017-07-26,2562.062255859375,
2017-07-27,2556.075439453125,
2017-07-28,2578.513427734375,
2017-07-29,2626.48828125,
2017-07-30,2659.73486328125,
2017-07-31,2683.905029296875,
2017-08-01,2717.629150390625,
2017-08-02,2730.869873046875,
2017-08-03,2729.87109375,
2017-08-04,2727.196533203125,
2017-08-05,2728.0888671875,
2017-08-06,,2749.130859375
