,close,predictionPrice
2017-07-09,2472.712158203125,
2017-07-10,2476.252685546875,
2017-07-11,2446.2705078125,
2017-07-12,2435.080322265625,
2017-07-13,2451.49169921875,
2017-07-14,2466.038818359375,
2017-07-15,2469.030517578125,
2017-07-16,2453.966796875,
2017-07-17,2443.32080078125,
2017-07-18,2460.597412109375,
2017-07-19,2491.098876953125,
2017-07-20,2498.41357421875,
2017-07-21,2519.098876953125,
2017-07-22,2556.531005859375,
2017-07-23,2559.17431640625,
2017-07-24,2552.024169921875,
2017-07-25,2557.90966796875,
2017-07-26,2535.247802734375,
2017-07-27,2524.05517578125,
2017-07-28,2559.047607421875,
2017-07-29,2593.07568359375,
2017-07-30,2626.415283203125,
2017-07-31,2637.889404296875,
2017-08-01,2677.195068359375,
2017-08-02,2697.69970703125,
2017-08-03,2681.66796875,
2017-08-04,2675.552978515625,
2017-08-05,2651.082275390625,
2017-08-06,,2618.635498046875
