,close,predictionPrice
2017-07-09,252.92616271972656,
2017-07-10,264.1392822265625,
2017-07-11,266.86859130859375,
2017-07-12,269.8612976074219,
2017-07-13,274.2525634765625,
2017-07-14,270.478759765625,
2017-07-15,264.58245849609375,
2017-07-16,257.60919189453125,
2017-07-17,257.9332275390625,
2017-07-18,264.1535339355469,
2017-07-19,269.92230224609375,
2017-07-20,274.2197570800781,
2017-07-21,271.6959533691406,
2017-07-22,259.5944519042969,
2017-07-23,249.93797302246094,
2017-07-24,244.35015869140625,
2017-07-25,244.34535217285156,
2017-07-26,248.10479736328125,
2017-07-27,256.7297058105469,
2017-07-28,258.6826477050781,
2017-07-29,257.5754089355469,
2017-07-30,256.3363952636719,
2017-07-31,261.7688903808594,
2017-08-01,268.6736755371094,
2017-08-02,288.02435302734375,
2017-08-03,293.1125793457031,
2017-08-04,285.8628234863281,
2017-08-05,273.041259765625,
2017-08-06,,275.14111328125
