,close,predictionPrice
2017-07-09,0.22295795381069183,
2017-07-10,0.2197096198797226,
2017-07-11,0.21684494614601135,
2017-07-12,0.21865153312683105,
2017-07-13,0.2129870504140854,
2017-07-14,0.21016067266464233,
2017-07-15,0.22105425596237183,
2017-07-16,0.24636533856391907,
2017-07-17,0.2633775472640991,
2017-07-18,0.25874048471450806,
2017-07-19,0.25465622544288635,
2017-07-20,0.25102707743644714,
2017-07-21,0.2485409826040268,
2017-07-22,0.2459585815668106,
2017-07-23,0.24545492231845856,
2017-07-24,0.24930651485919952,
2017-07-25,0.2540754973888397,
2017-07-26,0.2555638253688812,
2017-07-27,0.2506394684314728,
2017-07-28,0.2429100126028061,
2017-07-29,0.23855282366275787,
2017-07-30,0.23590753972530365,
2017-07-31,0.23435744643211365,
2017-08-01,0.23160327970981598,
2017-08-02,0.2352941483259201,
2017-08-03,0.23447534441947937,
2017-08-04,0.22727462649345398,
2017-08-05,0.22784675657749176,
2017-08-06,,0.23978401720523834
