,close,predictionPrice
2017-07-09,46.076988220214844,
2017-07-10,45.53268051147461,
2017-07-11,44.83113098144531,
2017-07-12,44.6651725769043,
2017-07-13,44.39800262451172,
2017-07-14,43.94040298461914,
2017-07-15,43.38436508178711,
2017-07-16,43.75736999511719,
2017-07-17,45.237850189208984,
2017-07-18,45.99790954589844,
2017-07-19,46.11503982543945,
2017-07-20,45.79739761352539,
2017-07-21,46.51047897338867,
2017-07-22,46.65691375732422,
2017-07-23,46.85728454589844,
2017-07-24,46.680538177490234,
2017-07-25,46.20560073852539,
2017-07-26,45.725425720214844,
2017-07-27,44.9950065612793,
2017-07-28,44.48655319213867,
2017-07-29,44.01383590698242,
2017-07-30,43.69987106323242,
2017-07-31,43.1656494140625,
2017-08-01,43.46658706665039,
2017-08-02,43.85251235961914,
2017-08-03,43.97900390625,
2017-08-04,44.49266815185547,
2017-08-05,45.12041473388672,
2017-08-06,,45.935115814208984
