,close,predictionPrice
2017-07-08,2508.87353515625,
2017-07-09,2493.72705078125,
2017-07-10,2483.64794921875,
2017-07-11,2441.398681640625,
2017-07-12,2413.60400390625,
2017-07-13,2403.471923828125,
2017-07-14,2399.6455078125,
2017-07-15,2398.06884765625,
2017-07-16,2376.727294921875,
2017-07-17,2355.81982421875,
2017-07-18,2352.237548828125,
2017-07-19,2351.195068359375,
2017-07-20,2379.486083984375,
2017-07-21,2375.248291015625,
2017-07-22,2438.958740234375,
2017-07-23,2475.208740234375,
2017-07-24,2524.915283203125,
2017-07-25,2566.2119140625,
2017-07-26,2565.103271484375,
2017-07-27,2578.030517578125,
2017-07-28,2599.226806640625,
2017-07-29,2609.94287109375,
2017-07-30,2636.724365234375,
2017-07-31,2656.67333984375,
2017-08-01,2664.9326171875,
2017-08-02,2651.8310546875,
2017-08-03,2635.096923828125,
2017-08-04,2621.51123046875,
2017-08-05,,2606.994873046875
