,close,predictionPrice
2017-07-09,268.6045227050781,
2017-07-10,265.1678771972656,
2017-07-11,257.8130187988281,
2017-07-12,250.70883178710938,
2017-07-13,248.34701538085938,
2017-07-14,252.13914489746094,
2017-07-15,256.3706359863281,
2017-07-16,262.4419250488281,
2017-07-17,255.01480102539062,
2017-07-18,253.338134765625,
2017-07-19,256.9839172363281,
2017-07-20,248.9304962158203,
2017-07-21,242.4027557373047,
2017-07-22,240.94998168945312,
2017-07-23,242.0238037109375,
2017-07-24,242.1461944580078,
2017-07-25,237.7294921875,
2017-07-26,215.39044189453125,
2017-07-27,200.9990692138672,
2017-07-28,210.39186096191406,
2017-07-29,228.44351196289062,
2017-07-30,244.3026885986328,
2017-07-31,263.4319763183594,
2017-08-01,261.3542785644531,
2017-08-02,260.1695861816406,
2017-08-03,253.39056396484375,
2017-08-04,244.23313903808594,
2017-08-05,241.12855529785156,
2017-08-06,,249.25306701660156
