,close,predictionPrice
2017-07-09,2497.011962890625,
2017-07-10,2482.29052734375,
2017-07-11,2434.075927734375,
2017-07-12,2392.35791015625,
2017-07-13,2390.8251953125,
2017-07-14,2373.216796875,
2017-07-15,2364.91650390625,
2017-07-16,2368.27587890625,
2017-07-17,2373.9072265625,
2017-07-18,2409.37841796875,
2017-07-19,2415.946044921875,
2017-07-20,2412.0166015625,
2017-07-21,2450.4892578125,
2017-07-22,2435.977294921875,
2017-07-23,2458.106201171875,
2017-07-24,2447.644775390625,
2017-07-25,2482.7109375,
2017-07-26,2484.204833984375,
2017-07-27,2541.248779296875,
2017-07-28,2580.927490234375,
2017-07-29,2593.004150390625,
2017-07-30,2609.8984375,
2017-07-31,2619.563720703125,
2017-08-01,2590.0146484375,
2017-08-02,2550.330322265625,
2017-08-03,2476.39013671875,
2017-08-04,2402.26904296875,
2017-08-05,2406.900146484375,
2017-08-06,,2474.284912109375
