,close
2017-07-09,0.2682451605796814
2017-07-10,0.26628848910331726
2017-07-11,0.26259106397628784
2017-07-12,0.2580890655517578
2017-07-13,0.25510847568511963
2017-07-14,0.2540314197540283
2017-07-15,0.2547544538974762
2017-07-16,0.2561330199241638
2017-07-17,0.2564198076725006
2017-07-18,0.25726059079170227
2017-07-19,0.2586781978607178
2017-07-20,0.259636253118515
2017-07-21,0.26143649220466614
2017-07-22,0.2631506025791168
2017-07-23,0.2655584514141083
2017-07-24,0.26806217432022095
2017-07-25,0.27053534984588623
2017-07-26,0.27166131138801575
2017-07-27,0.27175378799438477
2017-07-28,0.2710961401462555
2017-07-29,0.26962655782699585
2017-07-30,0.2681025564670563
2017-07-31,0.26651760935783386
2017-08-01,0.2653031647205353
2017-08-02,0.26537245512008667
2017-08-03,0.26596900820732117
2017-08-04,0.26699915528297424
2017-08-05,0.2680129110813141
2017-08-06,0.26940587162971497
