,close,predictionPrice
2017-07-09,47.849578857421875,
2017-07-10,47.4912109375,
2017-07-11,45.964256286621094,
2017-07-12,45.48418045043945,
2017-07-13,44.69176483154297,
2017-07-14,44.155250549316406,
2017-07-15,43.245460510253906,
2017-07-16,42.75861358642578,
2017-07-17,42.47452163696289,
2017-07-18,42.8165168762207,
2017-07-19,43.392337799072266,
2017-07-20,43.874229431152344,
2017-07-21,45.28569030761719,
2017-07-22,46.585079193115234,
2017-07-23,47.256656646728516,
2017-07-24,47.668331146240234,
2017-07-25,47.540672302246094,
2017-07-26,46.882511138916016,
2017-07-27,46.13353729248047,
2017-07-28,45.258056640625,
2017-07-29,44.33965301513672,
2017-07-30,43.733097076416016,
2017-07-31,43.29079055786133,
2017-08-01,43.16450119018555,
2017-08-02,43.59983825683594,
2017-08-03,43.7352409362793,
2017-08-04,44.32992935180664,
2017-08-05,44.847110748291016,
2017-08-06,,45.81184005737305
